重庆,#genre#
RTHK33[1920x1080],https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8
澳门莲花[1920x1080],http://php.jdshipin.com:8880/amlh.php
Channel [V],http://wouu.net:9977/udp/239.93.0.157:2194
精彩影视[1920x1080],http://php.jdshipin.com:8880/itv6s.php?cid=wasusyt&id=6000000006000320630


其他,#genre#
中国天气(NO EPG),https://live.mxdyeah.top/live.php?id=tianqiSD
CETV-4(NO EPG),https://live.mxdyeah.top/live.php?id=cetv-4SD
生活时尚(NO EPG),https://live.mxdyeah.top/live.php?id=shenghuo
百姓健康(NO EPG),https://live.mxdyeah.top/live.php?id=jiankangSD
快乐垂钓高清(NO EPG),https://live.mxdyeah.top/live.php?id=klcdHD
都市剧场高清(NO EPG),https://live.mxdyeah.top/live.php?id=dsjcHD
动漫秀场高清(NO EPG),https://live.mxdyeah.top/live.php?id=dmxcHD
魅力足球高清(NO EPG),https://live.mxdyeah.top/live.php?id=mlzqHD
求索纪录高清(NO EPG),https://live.mxdyeah.top/live.php?id=qsjlHD
游戏风云高清(NO EPG),https://live.mxdyeah.top/live.php?id=yxfyHD
早期教育高清(NO EPG),https://live.mxdyeah.top/live.php?id=zaojiaoHD
爱看导视高清(NO EPG),https://live.mxdyeah.top/live.php?id=aikanHD
重广融媒(NO EPG),https://live.mxdyeah.top/live.php?id=cqrongmei
优购物(NO EPG),https://live.mxdyeah.top/live.php?id=yougouwu
家家购物(NO EPG),https://live.mxdyeah.top/live.php?id=jjgw
风尚购物(NO EPG),https://live.mxdyeah.top/live.php?id=fsgw
聚鲨环球精选(NO EPG),https://live.mxdyeah.top/live.php?id=jusha
家有购物(NO EPG),https://live.mxdyeah.top/live.php?id=jygw
央广购物(NO EPG),https://live.mxdyeah.top/live.php?id=yggw
东方财经高清(NO EPG),https://live.mxdyeah.top/live.php?id=dfcj
证券服务(NO EPG),https://live.mxdyeah.top/live.php?id=jiazheng
书画(NO EPG),https://live.mxdyeah.top/live.php?id=shuhua
新动漫(NO EPG),https://live.mxdyeah.top/live.php?id=dongman
国学频道(NO EPG),https://live.mxdyeah.top/live.php?id=guoxue
优优宝贝(NO EPG),https://live.mxdyeah.top/live.php?id=youxi
中华特产(NO EPG),https://live.mxdyeah.top/live.php?id=techan
环球奇观(NO EPG),https://live.mxdyeah.top/live.php?id=car
生态环境(NO EPG),https://live.mxdyeah.top/live.php?id=shengtai
四海钓鱼(NO EPG),https://live.mxdyeah.top/live.php?id=diaoyu
发现之旅(NO EPG),https://live.mxdyeah.top/live.php?id=faxian
车迷(NO EPG),https://live.mxdyeah.top/live.php?id=doxtv
法治天地(NO EPG),https://live.mxdyeah.top/live.php?id=fazhi
金色学堂(NO EPG),https://live.mxdyeah.top/live.php?id=jinse
收藏天下(NO EPG),https://live.mxdyeah.top/live.php?id=soucang
财富天下(NO EPG),https://live.mxdyeah.top/live.php?id=caifu
天元围棋(NO EPG),https://live.mxdyeah.top/live.php?id=weiqi
先锋乒羽(NO EPG),https://live.mxdyeah.top/live.php?id=xianfeng
环球旅游(NO EPG),https://live.mxdyeah.top/live.php?id=huanqiulvyou
摄影频道(NO EPG),https://live.mxdyeah.top/live.php?id=sheying
靓妆(NO EPG),https://live.mxdyeah.top/live.php?id=liang
北京,#genre#
北京纪实科教高清(NO EPG),https://live.mxdyeah.top/live.php?id=bjayjsSD

